match_id,team,opponent_team,match_date,venue,Season,runs_scored,wickets_lost ,overs_faced,runs_conceded,wickets_taken,match_result,man_of_the_match
1178431,Kolkata Knight Riders,Mumbai Indians,05-05-2019,Mumbai,2019,126,7,14,129,4,Mumbai Indians,HH Pandya
1178429,Sunrisers Hyderabad,Royal Challengers Bangalore,04-05-2019,Bengaluru,2019,78,0,14,83,8,Royal Challengers Bangalore,SO Hetmyer
1178428,Rajasthan Royals,Delhi Capitals,04-05-2019,Delhi,2019,187,9,12,188,1,Delhi Capitals,A Mishra
1178427,Kings XI Punjab,Kolkata Knight Riders,03-05-2019,Chandigarh,2019,85,5,16,89,6,Kolkata Knight Riders,Shubman Gill
1178426,Mumbai Indians,Sunrisers Hyderabad,02-05-2019,Mumbai,2019,155,8,18,87,8,Mumbai Indians,JJ Bumrah
1178425,Chennai Super Kings,Delhi Capitals,01-05-2019,Chennai,2019,120,5,11,83,5,Chennai Super Kings,MS Dhoni
1178424,Royal Challengers Bangalore,Rajasthan Royals,30-04-2019,Bengaluru,2019,179,4,9,181,8,NA,NA
1178423,Sunrisers Hyderabad,Kings XI Punjab,29-04-2019,Hyderabad,2019,113,8,10,76,8,Sunrisers Hyderabad,DA Warner
1178422,Kolkata Knight Riders,Mumbai Indians,28-04-2019,Kolkata,2019,92,8,15,77,0,Kolkata Knight Riders,AD Russell
1178421,Delhi Capitals,Royal Challengers Bangalore,28-04-2019,Delhi,2019,143,0,16,106,4,Delhi Capitals,S Dhawan
1178420,Sunrisers Hyderabad,Rajasthan Royals,27-04-2019,Jaipur,2019,192,1,17,196,1,Rajasthan Royals,JD Unadkat
1178419,Mumbai Indians,Chennai Super Kings,26-04-2019,Chennai,2019,209,1,18,88,0,Mumbai Indians,RG Sharma
1178418,Kolkata Knight Riders,Rajasthan Royals,25-04-2019,Kolkata,2019,199,7,11,201,10,Rajasthan Royals,VR Aaron
1178417,Royal Challengers Bangalore,Kings XI Punjab,24-04-2019,Bengaluru,2019,90,8,17,73,0,Royal Challengers Bangalore,AB de Villiers
1178416,Sunrisers Hyderabad,Chennai Super Kings,23-04-2019,Chennai,2019,78,7,12,81,9,Chennai Super Kings,SR Watson
1178415,Rajasthan Royals,Delhi Capitals,22-04-2019,Jaipur,2019,74,4,20,77,4,Delhi Capitals,RR Pant
1178413,Kolkata Knight Riders,Sunrisers Hyderabad,21-04-2019,Hyderabad,2019,101,9,10,104,2,Sunrisers Hyderabad,KK Ahmed
1178414,Royal Challengers Bangalore,Chennai Super Kings,21-04-2019,Bengaluru,2019,121,4,10,112,6,Royal Challengers Bangalore,PA Patel
1178412,Kings XI Punjab,Delhi Capitals,20-04-2019,Delhi,2019,108,2,19,109,4,Delhi Capitals,SS Iyer
1178411,Mumbai Indians,Rajasthan Royals,20-04-2019,Jaipur,2019,122,8,14,123,10,Rajasthan Royals,SPD Smith
1178410,Royal Challengers Bangalore,Kolkata Knight Riders,19-04-2019,Kolkata,2019,143,6,9,106,0,Royal Challengers Bangalore,V Kohli
1178409,Mumbai Indians,Delhi Capitals,18-04-2019,Delhi,2019,213,1,12,103,6,Mumbai Indians,HH Pandya
1178408,Chennai Super Kings,Sunrisers Hyderabad,17-04-2019,Hyderabad,2019,127,10,10,130,4,Sunrisers Hyderabad,DA Warner
1178407,Kings XI Punjab,Rajasthan Royals,16-04-2019,Chandigarh,2019,78,6,12,76,8,Kings XI Punjab,R Ashwin
1178406,Royal Challengers Bangalore,Mumbai Indians,15-04-2019,Mumbai,2019,128,0,11,132,7,Mumbai Indians,SL Malinga
1178404,Kolkata Knight Riders,Chennai Super Kings,14-04-2019,Kolkata,2019,75,9,12,80,8,Chennai Super Kings,Imran Tahir
1178405,Delhi Capitals,Sunrisers Hyderabad,14-04-2019,Hyderabad,2019,74,9,15,72,3,Delhi Capitals,KMA Paul
1178402,Mumbai Indians,Rajasthan Royals,13-04-2019,Mumbai,2019,85,0,8,89,8,Rajasthan Royals,JC Buttler
1178403,Kings XI Punjab,Royal Challengers Bangalore,13-04-2019,Chandigarh,2019,78,7,9,83,1,Royal Challengers Bangalore,AB de Villiers
1178401,Kolkata Knight Riders,Delhi Capitals,12-04-2019,Kolkata,2019,151,10,12,156,3,Delhi Capitals,S Dhawan
1178400,Rajasthan Royals,Chennai Super Kings,11-04-2019,Jaipur,2019,180,4,12,184,3,Chennai Super Kings,MS Dhoni
1178399,Kings XI Punjab,Mumbai Indians,10-04-2019,Mumbai,2019,102,7,8,103,1,Mumbai Indians,KA Pollard
1178398,Kolkata Knight Riders,Chennai Super Kings,09-04-2019,Chennai,2019,82,9,7,87,6,Chennai Super Kings,DL Chahar
1178397,Sunrisers Hyderabad,Kings XI Punjab,08-04-2019,Chandigarh,2019,102,4,20,105,8,Kings XI Punjab,KL Rahul
1178396,Rajasthan Royals,Kolkata Knight Riders,07-04-2019,Jaipur,2019,198,10,11,199,2,Kolkata Knight Riders,HF Gurney
1178395,Royal Challengers Bangalore,Delhi Capitals,07-04-2019,Bengaluru,2019,199,9,13,204,7,Delhi Capitals,K Rabada
1178394,Mumbai Indians,Sunrisers Hyderabad,06-04-2019,Hyderabad,2019,182,7,13,74,0,Mumbai Indians,AS Joseph
1178393,Chennai Super Kings,Kings XI Punjab,06-04-2019,Chennai,2019,213,2,10,132,7,Chennai Super Kings,Harbhajan Singh
1175372,Royal Challengers Bangalore,Kolkata Knight Riders,05-04-2019,Bengaluru,2019,181,6,18,182,7,Kolkata Knight Riders,AD Russell
1175371,Delhi Capitals,Sunrisers Hyderabad,04-04-2019,Delhi,2019,82,0,14,86,8,Sunrisers Hyderabad,JM Bairstow
1175370,Mumbai Indians,Chennai Super Kings,03-04-2019,Mumbai,2019,201,3,20,84,2,Mumbai Indians,HH Pandya
1175369,Royal Challengers Bangalore,Rajasthan Royals,02-04-2019,Jaipur,2019,208,7,13,212,3,Rajasthan Royals,S Gopal
1175368,Kings XI Punjab,Delhi Capitals,01-04-2019,Chandigarh,2019,136,5,12,87,3,Kings XI Punjab,SM Curran
1175366,Sunrisers Hyderabad,Royal Challengers Bangalore,31-03-2019,Hyderabad,2019,152,1,16,77,0,Sunrisers Hyderabad,JM Bairstow
1175367,Chennai Super Kings,Rajasthan Royals,31-03-2019,Chennai,2019,128,2,15,79,7,Chennai Super Kings,MS Dhoni
1175365,Kolkata Knight Riders,Delhi Capitals,30-03-2019,Delhi,2019,191,5,8,192,0,Delhi Capitals,PP Shaw
1175364,Mumbai Indians,Kings XI Punjab,30-03-2019,Chandigarh,2019,195,8,11,199,0,Kings XI Punjab,MA Agarwal
1175363,Rajasthan Royals,Sunrisers Hyderabad,29-03-2019,Hyderabad,2019,173,10,18,175,0,Sunrisers Hyderabad,Rashid Khan
1175362,Mumbai Indians,Royal Challengers Bangalore,28-03-2019,Bengaluru,2019,197,9,20,147,0,Mumbai Indians,JJ Bumrah
1175361,Kolkata Knight Riders,Kings XI Punjab,27-03-2019,Kolkata,2019,213,7,14,134,9,Kolkata Knight Riders,AD Russell
1175360,Delhi Capitals,Chennai Super Kings,26-03-2019,Delhi,2019,215,0,20,217,4,Chennai Super Kings,SR Watson
1175359,Kings XI Punjab,Rajasthan Royals,25-03-2019,Jaipur,2019,138,0,7,107,2,Kings XI Punjab,CH Gayle
1175358,Delhi Capitals,Mumbai Indians,24-03-2019,Mumbai,2019,206,0,13,109,9,Delhi Capitals,RR Pant
1175357,Sunrisers Hyderabad,Kolkata Knight Riders,24-03-2019,Kolkata,2019,76,3,18,78,1,Kolkata Knight Riders,AD Russell
1175356,Royal Challengers Bangalore,Chennai Super Kings,23-03-2019,Chennai,2019,191,10,8,192,8,Chennai Super Kings,Harbhajan Singh
1136620,Sunrisers Hyderabad,Chennai Super Kings,27-05-2018,Mumbai,2018,183,9,10,187,6,Chennai Super Kings,SR Watson
1136619,Sunrisers Hyderabad,Kolkata Knight Riders,25-05-2018,Kolkata,2018,89,5,14,84,2,Sunrisers Hyderabad,Rashid Khan
1136618,Kolkata Knight Riders,Rajasthan Royals,23-05-2018,Kolkata,2018,157,9,16,87,4,Kolkata Knight Riders,AD Russell
1136617,Sunrisers Hyderabad,Chennai Super Kings,22-05-2018,Mumbai,2018,217,4,13,220,6,Chennai Super Kings,F du Plessis
1136616,Kings XI Punjab,Chennai Super Kings,20-05-2018,Pune,2018,110,9,8,111,2,Chennai Super Kings,L Ngidi
1136615,Delhi Daredevils,Mumbai Indians,20-05-2018,Delhi,2018,206,3,7,104,7,Delhi Daredevils,A Mishra
1136614,Sunrisers Hyderabad,Kolkata Knight Riders,19-05-2018,Hyderabad,2018,134,4,19,135,3,Kolkata Knight Riders,CA Lynn
1136613,Rajasthan Royals,Royal Challengers Bangalore,19-05-2018,Jaipur,2018,205,0,9,115,7,Rajasthan Royals,S Gopal
1136612,Delhi Daredevils,Chennai Super Kings,18-05-2018,Delhi,2018,70,4,14,66,0,Delhi Daredevils,HV Patel
1136611,Royal Challengers Bangalore,Sunrisers Hyderabad,17-05-2018,Bengaluru,2018,135,6,7,101,2,Royal Challengers Bangalore,AB de Villiers
1136610,Mumbai Indians,Kings XI Punjab,16-05-2018,Mumbai,2018,77,10,10,72,2,Mumbai Indians,JJ Bumrah
1136609,Rajasthan Royals,Kolkata Knight Riders,15-05-2018,Kolkata,2018,75,5,14,78,4,Kolkata Knight Riders,Kuldeep Yadav
1136608,Kings XI Punjab,Royal Challengers Bangalore,14-05-2018,Indore,2018,179,3,16,184,7,Royal Challengers Bangalore,UT Yadav
1136607,Mumbai Indians,Rajasthan Royals,13-05-2018,Mumbai,2018,102,7,8,104,5,Rajasthan Royals,JC Buttler
1136606,Sunrisers Hyderabad,Chennai Super Kings,13-05-2018,Pune,2018,146,5,12,151,7,Chennai Super Kings,AT Rayudu
1136605,Delhi Daredevils,Royal Challengers Bangalore,12-05-2018,Delhi,2018,204,10,12,206,5,Royal Challengers Bangalore,AB de Villiers
1136604,Kolkata Knight Riders,Kings XI Punjab,12-05-2018,Indore,2018,71,10,16,67,10,Kolkata Knight Riders,SP Narine
1136603,Chennai Super Kings,Rajasthan Royals,11-05-2018,Jaipur,2018,177,10,14,182,0,Rajasthan Royals,JC Buttler
1136602,Delhi Daredevils,Sunrisers Hyderabad,10-05-2018,Delhi,2018,155,8,19,157,8,Sunrisers Hyderabad,S Dhawan
1136601,Mumbai Indians,Kolkata Knight Riders,09-05-2018,Kolkata,2018,176,10,19,75,0,Mumbai Indians,Ishan Kishan
1136600,Rajasthan Royals,Kings XI Punjab,08-05-2018,Jaipur,2018,139,8,17,86,5,Rajasthan Royals,JC Buttler
1136599,Sunrisers Hyderabad,Royal Challengers Bangalore,07-05-2018,Hyderabad,2018,166,0,17,121,7,Sunrisers Hyderabad,KS Williamson
1136598,Rajasthan Royals,Kings XI Punjab,06-05-2018,Indore,2018,168,10,13,169,3,Kings XI Punjab,Mujeeb Ur Rahman
1136597,Mumbai Indians,Kolkata Knight Riders,06-05-2018,Mumbai,2018,213,2,10,151,10,Mumbai Indians,HH Pandya
1136596,Delhi Daredevils,Sunrisers Hyderabad,05-05-2018,Hyderabad,2018,154,6,16,158,9,Sunrisers Hyderabad,Rashid Khan
1136595,Royal Challengers Bangalore,Chennai Super Kings,05-05-2018,Pune,2018,82,2,16,85,3,Chennai Super Kings,RA Jadeja
1136594,Kings XI Punjab,Mumbai Indians,04-05-2018,Indore,2018,192,10,15,197,8,Mumbai Indians,SA Yadav
1136593,Chennai Super Kings,Kolkata Knight Riders,03-05-2018,Kolkata,2018,186,10,10,189,0,Kolkata Knight Riders,SP Narine
1136592,Delhi Daredevils,Rajasthan Royals,02-05-2018,Delhi,2018,92,5,18,89,1,Delhi Daredevils,RR Pant
1136591,Royal Challengers Bangalore,Mumbai Indians,01-05-2018,Bengaluru,2018,105,6,17,104,3,Royal Challengers Bangalore,TG Southee
1136590,Chennai Super Kings,Delhi Daredevils,30-04-2018,Pune,2018,140,8,19,109,6,Chennai Super Kings,SR Watson
1136588,Sunrisers Hyderabad,Rajasthan Royals,29-04-2018,Jaipur,2018,103,8,15,82,8,Sunrisers Hyderabad,KS Williamson
1136589,Royal Challengers Bangalore,Kolkata Knight Riders,29-04-2018,Bengaluru,2018,172,10,12,173,5,Kolkata Knight Riders,CA Lynn
1136587,Chennai Super Kings,Mumbai Indians,28-04-2018,Pune,2018,163,5,17,166,3,Mumbai Indians,RG Sharma
1136586,Delhi Daredevils,Kolkata Knight Riders,27-04-2018,Delhi,2018,212,10,10,183,5,Delhi Daredevils,SS Iyer
1136585,Sunrisers Hyderabad,Kings XI Punjab,26-04-2018,Hyderabad,2018,172,5,10,70,0,Sunrisers Hyderabad,AS Rajpoot
1136584,Royal Challengers Bangalore,Chennai Super Kings,25-04-2018,Bengaluru,2018,97,5,8,100,4,Chennai Super Kings,MS Dhoni
1136583,Sunrisers Hyderabad,Mumbai Indians,24-04-2018,Mumbai,2018,200,8,14,100,8,Sunrisers Hyderabad,Rashid Khan
1136582,Kings XI Punjab,Delhi Daredevils,23-04-2018,Delhi,2018,165,9,9,91,7,Kings XI Punjab,AS Rajpoot
1136581,Mumbai Indians,Rajasthan Royals,22-04-2018,Jaipur,2018,108,9,18,110,8,Rajasthan Royals,JC Archer
1136580,Chennai Super Kings,Sunrisers Hyderabad,22-04-2018,Hyderabad,2018,156,10,17,97,3,Chennai Super Kings,AT Rayudu
1136579,Delhi Daredevils,Royal Challengers Bangalore,21-04-2018,Bengaluru,2018,201,9,11,204,6,Royal Challengers Bangalore,AB de Villiers
1136578,Kolkata Knight Riders,Kings XI Punjab,21-04-2018,Kolkata,2018,186,10,15,190,6,Kings XI Punjab,KL Rahul
1136577,Chennai Super Kings,Rajasthan Royals,20-04-2018,Pune,2018,177,0,9,144,0,Chennai Super Kings,SR Watson
1136576,Kings XI Punjab,Sunrisers Hyderabad,19-04-2018,Chandigarh,2018,125,0,13,106,7,Kings XI Punjab,CH Gayle
1136575,Rajasthan Royals,Kolkata Knight Riders,18-04-2018,Jaipur,2018,198,6,18,203,6,Kolkata Knight Riders,N Rana
1136574,Mumbai Indians,Royal Challengers Bangalore,17-04-2018,Mumbai,2018,218,6,11,100,3,Mumbai Indians,RG Sharma
1136573,Kolkata Knight Riders,Delhi Daredevils,16-04-2018,Kolkata,2018,70,0,16,67,10,Kolkata Knight Riders,N Rana
1136572,Kings XI Punjab,Chennai Super Kings,15-04-2018,Chandigarh,2018,106,7,18,87,1,Kings XI Punjab,CH Gayle
1136571,Rajasthan Royals,Royal Challengers Bangalore,15-04-2018,Bengaluru,2018,71,6,12,70,3,Rajasthan Royals,SV Samson
1136570,Kolkata Knight Riders,Sunrisers Hyderabad,14-04-2018,Kolkata,2018,168,0,20,173,9,Sunrisers Hyderabad,B Stanlake
1136569,Mumbai Indians,Delhi Daredevils,14-04-2018,Mumbai,2018,117,6,11,122,2,Delhi Daredevils,JJ Roy
1136568,Kings XI Punjab,Royal Challengers Bangalore,13-04-2018,Bengaluru,2018,134,7,16,137,2,Royal Challengers Bangalore,UT Yadav
1136567,Mumbai Indians,Sunrisers Hyderabad,12-04-2018,Hyderabad,2018,218,7,13,221,7,Sunrisers Hyderabad,Rashid Khan
1136566,Rajasthan Royals,Delhi Daredevils,11-04-2018,Jaipur,2018,149,2,10,98,10,Rajasthan Royals,SV Samson
1136565,Kolkata Knight Riders,Chennai Super Kings,10-04-2018,Chennai,2018,188,3,7,191,0,Chennai Super Kings,SW Billings
1136564,Rajasthan Royals,Sunrisers Hyderabad,09-04-2018,Hyderabad,2018,162,10,18,166,1,Sunrisers Hyderabad,S Dhawan
1136562,Delhi Daredevils,Kings XI Punjab,08-04-2018,Chandigarh,2018,214,4,19,216,2,Kings XI Punjab,KL Rahul
1136563,Royal Challengers Bangalore,Kolkata Knight Riders,08-04-2018,Kolkata,2018,85,6,15,88,0,Kolkata Knight Riders,SP Narine
1136561,Mumbai Indians,Chennai Super Kings,07-04-2018,Mumbai,2018,155,0,9,158,2,Chennai Super Kings,DJ Bravo
1082650,Mumbai Indians,Rising Pune Supergiant,21-05-2017,Hyderabad,2017,109,10,17,83,7,Mumbai Indians,KH Pandya
1082649,Mumbai Indians,Kolkata Knight Riders,19-05-2017,Bangalore,2017,97,9,16,79,10,Mumbai Indians,KV Sharma
1082648,Sunrisers Hyderabad,Kolkata Knight Riders,17-05-2017,Bangalore,2017,130,0,14,131,7,Kolkata Knight Riders,NM Coulter-Nile
1082647,Mumbai Indians,Rising Pune Supergiant,16-05-2017,Mumbai,2017,141,5,13,142,7,Rising Pune Supergiant,Washington Sundar
1082646,Delhi Daredevils,Royal Challengers Bangalore,14-05-2017,Delhi,2017,114,4,10,117,9,Royal Challengers Bangalore,HV Patel
1082645,Rising Pune Supergiant,Kings XI Punjab,14-05-2017,Pune,2017,81,6,19,77,4,Rising Pune Supergiant,JD Unadkat
1082644,Kolkata Knight Riders,Mumbai Indians,13-05-2017,Kolkata,2017,110,9,12,114,5,Mumbai Indians,AT Rayudu
1082643,Gujarat Lions,Sunrisers Hyderabad,13-05-2017,Kanpur,2017,192,6,15,196,1,Sunrisers Hyderabad,Mohammed Siraj
1082642,Delhi Daredevils,Rising Pune Supergiant,12-05-2017,Delhi,2017,110,2,15,73,4,Delhi Daredevils,KK Nair
1082641,Mumbai Indians,Kings XI Punjab,11-05-2017,Mumbai,2017,154,5,14,159,6,Kings XI Punjab,WP Saha
1082640,Gujarat Lions,Delhi Daredevils,10-05-2017,Kanpur,2017,107,1,11,112,1,Delhi Daredevils,SS Iyer
1082639,Kings XI Punjab,Kolkata Knight Riders,09-05-2017,Chandigarh,2017,209,8,14,113,8,Kings XI Punjab,MM Sharma
1082638,Sunrisers Hyderabad,Mumbai Indians,08-05-2017,Hyderabad,2017,116,8,10,72,0,Sunrisers Hyderabad,S Dhawan
1082636,Royal Challengers Bangalore,Kolkata Knight Riders,07-05-2017,Bangalore,2017,80,8,7,83,6,Kolkata Knight Riders,SP Narine
1082637,Kings XI Punjab,Gujarat Lions,07-05-2017,Chandigarh,2017,188,4,10,190,5,Gujarat Lions,DR Smith
1082635,Delhi Daredevils,Mumbai Indians,06-05-2017,Delhi,2017,198,5,12,202,7,Mumbai Indians,LMP Simmons
1082634,Sunrisers Hyderabad,Rising Pune Supergiant,06-05-2017,Hyderabad,2017,102,6,7,103,2,Rising Pune Supergiant,JD Unadkat
1082633,Royal Challengers Bangalore,Kings XI Punjab,05-05-2017,Bangalore,2017,192,9,12,193,9,Kings XI Punjab,Sandeep Sharma
1082632,Delhi Daredevils,Gujarat Lions,04-05-2017,Delhi,2017,138,7,19,90,10,Delhi Daredevils,RR Pant
1082631,Kolkata Knight Riders,Rising Pune Supergiant,03-05-2017,Kolkata,2017,114,4,11,118,0,Rising Pune Supergiant,RA Tripathi
1082630,Delhi Daredevils,Sunrisers Hyderabad,02-05-2017,Delhi,2017,149,7,7,104,5,Delhi Daredevils,Mohammed Shami
1082629,Rising Pune Supergiant,Gujarat Lions,01-05-2017,Pune,2017,120,5,16,69,1,Rising Pune Supergiant,BA Stokes
1082628,Mumbai Indians,Royal Challengers Bangalore,01-05-2017,Mumbai,2017,165,4,10,107,7,Mumbai Indians,RG Sharma
1082627,Sunrisers Hyderabad,Kolkata Knight Riders,30-04-2017,Hyderabad,2017,101,9,17,99,9,Sunrisers Hyderabad,DA Warner
1082626,Kings XI Punjab,Delhi Daredevils,30-04-2017,Chandigarh,2017,129,5,9,70,0,Kings XI Punjab,Sandeep Sharma
1082625,Gujarat Lions,Mumbai Indians,29-04-2017,Rajkot,2017,214,7,7,218,4,Mumbai Indians,KH Pandya
1082624,Rising Pune Supergiant,Royal Challengers Bangalore,29-04-2017,Pune,2017,88,2,18,87,2,Rising Pune Supergiant,LH Ferguson
1082622,Kolkata Knight Riders,Delhi Daredevils,28-04-2017,Kolkata,2017,189,0,19,127,10,Kolkata Knight Riders,G Gambhir
1082623,Kings XI Punjab,Sunrisers Hyderabad,28-04-2017,Chandigarh,2017,157,1,13,159,10,Sunrisers Hyderabad,Rashid Khan
1082621,Royal Challengers Bangalore,Gujarat Lions,27-04-2017,Bangalore,2017,188,8,9,189,9,Gujarat Lions,AJ Tye
1082620,Rising Pune Supergiant,Kolkata Knight Riders,26-04-2017,Pune,2017,212,4,11,213,2,Kolkata Knight Riders,RV Uthappa
1082618,Mumbai Indians,Rising Pune Supergiant,24-04-2017,Mumbai,2017,134,3,14,139,6,Rising Pune Supergiant,BA Stokes
1082617,Kolkata Knight Riders,Royal Challengers Bangalore,23-04-2017,Kolkata,2017,85,0,18,72,1,Kolkata Knight Riders,NM Coulter-Nile
1082616,Gujarat Lions,Kings XI Punjab,23-04-2017,Rajkot,2017,72,10,19,74,7,Kings XI Punjab,HM Amla
1082615,Rising Pune Supergiant,Sunrisers Hyderabad,22-04-2017,Pune,2017,185,9,18,82,4,Rising Pune Supergiant,MS Dhoni
1082614,Mumbai Indians,Delhi Daredevils,22-04-2017,Mumbai,2017,218,7,13,189,7,Mumbai Indians,MJ McClenaghan
1082613,Kolkata Knight Riders,Gujarat Lions,21-04-2017,Kolkata,2017,136,6,9,141,6,Gujarat Lions,SK Raina
1082612,Kings XI Punjab,Mumbai Indians,20-04-2017,Indore,2017,217,5,8,222,3,Mumbai Indians,JC Buttler
1082611,Sunrisers Hyderabad,Delhi Daredevils,19-04-2017,Hyderabad,2017,70,4,20,69,8,Sunrisers Hyderabad,KS Williamson
1082610,Gujarat Lions,Royal Challengers Bangalore,18-04-2017,Rajkot,2017,133,4,19,138,1,Royal Challengers Bangalore,CH Gayle
1082608,Delhi Daredevils,Kolkata Knight Riders,17-04-2017,Delhi,2017,167,5,13,171,10,Kolkata Knight Riders,NM Coulter-Nile
1082609,Sunrisers Hyderabad,Kings XI Punjab,17-04-2017,Hyderabad,2017,90,8,17,70,10,Sunrisers Hyderabad,B Kumar
1082607,Royal Challengers Bangalore,Rising Pune Supergiant,16-04-2017,Bangalore,2017,99,2,15,100,5,Rising Pune Supergiant,BA Stokes
1082606,Mumbai Indians,Gujarat Lions,16-04-2017,Mumbai,2017,191,9,19,116,5,Mumbai Indians,N Rana
1082605,Delhi Daredevils,Kings XI Punjab,15-04-2017,Delhi,2017,72,8,15,71,7,Delhi Daredevils,CJ Anderson
1082604,Kolkata Knight Riders,Sunrisers Hyderabad,15-04-2017,Kolkata,2017,78,1,13,75,6,Kolkata Knight Riders,RV Uthappa
1082603,Gujarat Lions,Rising Pune Supergiant,14-04-2017,Rajkot,2017,189,9,14,108,9,Gujarat Lions,AJ Tye
1082602,Royal Challengers Bangalore,Mumbai Indians,14-04-2017,Bangalore,2017,107,2,16,112,8,Mumbai Indians,KA Pollard
1082601,Kolkata Knight Riders,Kings XI Punjab,13-04-2017,Kolkata,2017,141,2,16,78,9,Kolkata Knight Riders,SP Narine
1082600,Mumbai Indians,Sunrisers Hyderabad,12-04-2017,Mumbai,2017,102,2,8,100,2,Mumbai Indians,JJ Bumrah
1082599,Rising Pune Supergiant,Delhi Daredevils,11-04-2017,Pune,2017,218,1,20,220,2,Delhi Daredevils,SV Samson
1082598,Kings XI Punjab,Royal Challengers Bangalore,10-04-2017,Indore,2017,180,9,18,146,10,Kings XI Punjab,AR Patel
1082597,Mumbai Indians,Kolkata Knight Riders,09-04-2017,Mumbai,2017,134,3,9,111,6,Mumbai Indians,N Rana
1082596,Sunrisers Hyderabad,Gujarat Lions,09-04-2017,Hyderabad,2017,175,6,18,76,10,Sunrisers Hyderabad,Rashid Khan
1082595,Royal Challengers Bangalore,Delhi Daredevils,08-04-2017,Bengaluru,2017,212,5,13,146,5,Royal Challengers Bangalore,KM Jadhav
1082594,Kings XI Punjab,Rising Pune Supergiant,08-04-2017,Indore,2017,206,7,20,188,8,Kings XI Punjab,GJ Maxwell
1082593,Gujarat Lions,Kolkata Knight Riders,07-04-2017,Rajkot,2017,76,5,12,80,6,Kolkata Knight Riders,CA Lynn
1082592,Rising Pune Supergiant,Mumbai Indians,06-04-2017,Pune,2017,74,9,16,73,4,Rising Pune Supergiant,SPD Smith
1082591,Sunrisers Hyderabad,Royal Challengers Bangalore,05-04-2017,Hyderabad,2017,143,6,9,82,8,Sunrisers Hyderabad,Yuvraj Singh
981019,Royal Challengers Bangalore,Sunrisers Hyderabad,29-05-2016,Bangalore,2016,208,3,15,211,10,Sunrisers Hyderabad,BCJ Cutting
981017,Gujarat Lions,Sunrisers Hyderabad,27-05-2016,Delhi,2016,191,5,16,196,7,Sunrisers Hyderabad,DA Warner
981015,Sunrisers Hyderabad,Kolkata Knight Riders,25-05-2016,Delhi,2016,133,5,13,89,2,Sunrisers Hyderabad,MC Henriques
981013,Gujarat Lions,Royal Challengers Bangalore,24-05-2016,Bangalore,2016,185,3,11,186,2,Royal Challengers Bangalore,AB de Villiers
981011,Delhi Daredevils,Royal Challengers Bangalore,22-05-2016,Raipur,2016,71,7,19,75,0,Royal Challengers Bangalore,V Kohli
981009,Kolkata Knight Riders,Sunrisers Hyderabad,22-05-2016,Kolkata,2016,152,7,17,78,2,Kolkata Knight Riders,YK Pathan
981007,Gujarat Lions,Mumbai Indians,21-05-2016,Kanpur,2016,134,9,11,69,4,Gujarat Lions,SK Raina
981005,Rising Pune Supergiants,Kings XI Punjab,21-05-2016,Visakhapatnam,2016,121,8,9,82,1,Rising Pune Supergiants,MS Dhoni
981003,Delhi Daredevils,Sunrisers Hyderabad,20-05-2016,Raipur,2016,96,0,20,88,5,Delhi Daredevils,KK Nair
981001,Gujarat Lions,Kolkata Knight Riders,19-05-2016,Kanpur,2016,182,0,16,83,5,Gujarat Lions,DR Smith
980999,Royal Challengers Bangalore,Kings XI Punjab,18-05-2016,Bangalore,2016,144,9,14,97,10,Royal Challengers Bangalore,V Kohli
980997,Rising Pune Supergiants,Delhi Daredevils,17-05-2016,Visakhapatnam,2016,193,4,16,161,5,Rising Pune Supergiants,AB Dinda
980995,Kolkata Knight Riders,Royal Challengers Bangalore,16-05-2016,Kolkata,2016,128,0,17,131,9,Royal Challengers Bangalore,V Kohli
980991,Kings XI Punjab,Sunrisers Hyderabad,15-05-2016,Chandigarh,2016,181,5,19,183,4,Sunrisers Hyderabad,HM Amla
980993,Mumbai Indians,Delhi Daredevils,15-05-2016,Visakhapatnam,2016,87,6,11,83,4,Mumbai Indians,KH Pandya
980987,Royal Challengers Bangalore,Gujarat Lions,14-05-2016,Bangalore,2016,199,10,11,171,9,Royal Challengers Bangalore,AB de Villiers
980989,Kolkata Knight Riders,Rising Pune Supergiants,14-05-2016,Kolkata,2016,80,6,15,75,7,Kolkata Knight Riders,YK Pathan
980985,Mumbai Indians,Kings XI Punjab,13-05-2016,Visakhapatnam,2016,194,8,19,199,10,Kings XI Punjab,MP Stoinis
980983,Sunrisers Hyderabad,Delhi Daredevils,12-05-2016,Hyderabad,2016,161,0,19,164,0,Delhi Daredevils,CH Morris
980981,Royal Challengers Bangalore,Mumbai Indians,11-05-2016,Bangalore,2016,116,3,18,118,7,Mumbai Indians,KH Pandya
980979,Rising Pune Supergiants,Sunrisers Hyderabad,10-05-2016,Visakhapatnam,2016,81,4,10,82,8,Sunrisers Hyderabad,A Zampa
980977,Kings XI Punjab,Royal Challengers Bangalore,09-05-2016,Chandigarh,2016,114,10,19,118,0,Royal Challengers Bangalore,SR Watson
980975,Kolkata Knight Riders,Gujarat Lions,08-05-2016,Kolkata,2016,79,3,13,84,1,Gujarat Lions,P Kumar
980973,Mumbai Indians,Sunrisers Hyderabad,08-05-2016,Visakhapatnam,2016,204,6,19,209,3,Sunrisers Hyderabad,A Nehra
980971,Kings XI Punjab,Delhi Daredevils,07-05-2016,Chandigarh,2016,161,1,18,119,2,Kings XI Punjab,MP Stoinis
