Job Posting ID,Job Posting Date,Job Title,Job Title Full,Job Position Type,Job Position Level,Years of Experience,Job Skills,Job Location,Minimum Pay,Maximum Pay,Pay Rate,Number of Applicants,Company Name,Company Industry,Column1
2751396782,2017-08-09,Software Engineer,Principal Software Engineer,Full-time,Associate,5,"cloud, r, saas, programming, go, coding, paas",Gurgaon,,,,1,Edureka,Education,
2743376138,2017-08-10,Business Analyst,Business Analyst,Contract,Associate,4,"excel, scrum, agile, visio, sql, server, go",Bangalore,,,,3,Yatra,Travel,
2690934843,2017-08-10,Data Scientist,Data Scientist,Contract,Mid-Senior level,9,,Ahmedabad,,,,,Nokia India,Telecom,
2571808361,2017-08-10,Software Engineer,"Principal Software Engineer, Mobile (Remote",Full-time,Associate,3,"scrum, backend, cloud, agile, kanban, devops",Chandigarh,,,,2,Dell Technologies India,IT hardware,
2673935595,2017-08-10,Data Scientist,Data Scientist,Full-time,Mid-Senior level,9,"python, r, gcp, spark, pandas, aws, ml, sql, ai, machine_learning, azure, airflow, scikit-learn",Noida,1377000,2013000,yr,7,More Supermarket,Retail,
2687328917,2017-08-10,Data Engineer,Data Engineer,Full-time,Mid-Senior level,8,"data_lake, alteryx, database, cloud, power_bi, python, bi, r, programming, warehousing, microsoft, qlik, aws, tableau, etl, ml, sql, machine_learning, azure, ssis, ssas, splunk, ssrs",Pune,,,,17,Grofers,Grocery,
2751663539,2017-08-11,Marketing Analyst,Senior Digital Marketing Analyst,Full-time,Associate,6,"database, word, javascript, power_bi, powerpoint, oracle, microsoft, tableau, sql, go, excel",New Delhi,,,,2,Accenture India,IT services,
2744195990,2017-08-11,Data Engineer,Data Engineer Iii,Full-time,Director,10,"r, database, sas, aws, python, programming, tableau, sql, azure",New Delhi,,,,,Dell Technologies India,IT hardware,
2731493563,2017-08-11,Data Engineer,Data Engineer,Full-time,Entry level,2,"database, word, cloud, python, r, mssql, microsoft, t-sql, tableau, etl, postgresql, sql, azure, ssis, ssrs",Ranchi,,,,4,Mindtree,IT services,
2659140032,2017-08-11,Data Engineer,Senior Data Engineer,Full-time,Mid-Senior level,7,"server, spark, github, microsoft, sql, azure, excel, postgres",Ahmedabad,,,,3,Honeywell India,Automation,
2741632365,2017-08-11,Quality Engineer,Software Quality Engineer,Contract,Entry level,1,"database, agile, programming",Gurgaon,,,,3,BazarIndia,Classifieds,
2716114997,2017-08-11,Business Analyst,Customer Relationship Management Business Analyst,Contract,Mid-Senior level,7,sql,Mumbai,,,,4,Dream11,Fantasy,
2715405270,2017-08-11,Data Engineer,Senior Data Engineer,Full-time,Director,8,"python, hadoop, programming, java, shell, mysql, etl, nosql, machine_learning, bash, unix",Ahmedabad,,,,5,Zee Entertainment Enterprises,Media,
2689019380,2017-08-12,Data Scientist,Data Scientist,Full-time,Mid-Senior level,6,"r, github, git, cloud, gcp, ai/ml, aws, agile, python, ml, jira, keras, docker, mongodb, pytorch, tensorflow, ai, devops, machine_learning",Hyderabad,,,,63,Udemy,Education,
2738142735,2017-08-12,Software Engineer,"Senior Software Engineer, Dev And Tools",Full-time,Mid-Senior level,6,"cloud, programming, ci/cd, aws",Kolkata,,,,,FedEx India,Logistics,
2721115207,2017-08-12,System Engineer,Senior System Engineer,Full-time,Mid-Senior level,9,"powershell, html, python",Hyderabad,,,,,MPL,Fantasy,
2716082527,2017-08-12,Software Engineer,Sap Master Data Software Engineer,Full-time,Associate,1,"sap, ibm",Chennai,,,,,CureFit,Health,
2682985473,2017-08-12,Data Scientist,Data Scientist,Contract,Mid-Senior level,5,,Kolkata,,,,,Shiprocket,Logistics,
2698172557,2017-08-12,Software Engineer,Senior Software Engineer,Full-time,Associate,4,"cloud, python, programming, aws, rust, machine_learning",Ahmedabad,,,,1,Flipkart,E-commerce,
2719083581,2017-08-13,Data Engineer,Data Engineer,Full-time,Entry level,1,"oracle, perl, warehousing, database, cloud, unix, gcp, json, java, shell, javascript, aws, python, etl, xml, hadoop, snowflake, sql, nosql, azure, spark",Ahmedabad,,,,1,Toppr,Education,
2715529584,2017-08-13,Software Engineer,Software Engineer Ii,Full-time,Entry level,2,"node.js, devops, postgresql",Chennai,,,,3,Indian Rummy,Rummy,
2598743090,2017-08-13,Software Engineer,"Principal Software Engineer, Architecture",Full-time,Associate,6,"backend, frontend, agile/scrum, vue, java, kotlin, javascript, aws, postgresql, apache, spark",Ahmedabad,,,,,Google India,Internet,
2690939601,2017-08-13,Data Engineer,Senior Data Engineer,Contract,Mid-Senior level,9,"cloud, aws, azure",New Delhi,,,,,Zoho,Software,
2660786228,2017-08-13,Sales Engineer,"Senior Enablement Manager, Sales Engineering",Full-time,Mid-Senior level,3,"slack, jira, twilio",Ahmedabad,,,,,Zoho,Software,
2718918388,2017-08-13,Product Analyst,Lead Product Analyst,Full-time,Associate,4,"looker, qlik, tableau, snowflake, sql",Guwahati,,,,1,Sutherland Global Services,IT services,
2678781828,2017-08-14,Software Engineer,Senior Software Engineer (Go,Full-time,Mid-Senior level,7,"redis, ruby, mysql, python, rust, go",Pune,,,,1,Applied Materials India,Equipment,
2718978243,2017-08-14,Software Engineer,Support Software Engineer,Full-time,Mid-Senior level,5,"redis, saas, aws, ruby, postgres",Bangalore,,,,,1mg,Pharmacy,
2691486327,2017-08-14,Data Engineer,Senior Big Data Engineer,Full-time,Associate,4,"cloud, python, spark, java, snowflake, sql, ai, machine_learning, excel, scala",Kolkata,,,,4,Applied Materials India,Equipment,
2675039090,2017-08-14,Data Analyst,Senior Marketing Data Analyst,Full-time,Mid-Senior level,3,"python, r, programming, tableau, sql, ai, machine_learning",Lucknow,,,,2,Lam Research India,Equipment,
2681299120,2017-08-14,Product Manager,"Growth Product Manager, Talent Network",Full-time,Mid-Senior level,7,"agile, sql",Mumbai,,,,,Google Pay,Payments,
2678785107,2017-08-15,Software Engineer,"Software Engineer, Carriers",Full-time,Mid-Senior level,8,"back-end, ruby, python",Chennai,,,,2,Mindtree,IT services,
2642445790,2017-08-15,Software Engineer,Senior Ruby On Rails Software Engineer,Full-time,Mid-Senior level,7,"graphql, scrum, redis, saas, cloud, javascript, ruby, agile, programming, postgresql, server",Guwahati,,,,,Baazi Games,Gaming,
2700041242,2017-08-15,Software Engineer,Software Engineer,Full-time,Entry level,3,"c++, cloud, agile, programming, linux, docker, mongodb, devops, go, c, ubuntu",New Delhi,,,,,DigitalOcean,Cloud,
2744678934,2017-08-15,Software Engineer,Senior Software Engineer,Full-time,Mid-Senior level,5,"scala, iot, backend, cloud, java, agile, apache",Hyderabad,,,,4,Oyo Rooms,Hotels,
2711900519,2017-08-15,Software Engineer,Full Stack Software Engineer Iii Remote,Contract,Associate,4,"cloud, javascript, agile, jira, asp.net, docker, server, html5, git, scrum, saas, microsoft, sql, go, azure, coding, jquery",Pune,,,,2,Airtel Xstream,Streaming,
2718232160,2017-08-16,Business Analyst,Zuora Business Analyst/Admin,Full-time,Mid-Senior level,3,"cloud, agile, scrum",Ahmedabad,,,,19,Ixigo,Travel,
2687539329,2017-08-16,Data Engineer,Machine Learning/ Data Science/ Data Engineer,Contract,Mid-Senior level,7,"airflow, coding, ml, docker, pytorch, tensorflow, machine_learning, spark",Ranchi,,,,11,Amazon India,E-commerce,
2663348979,2017-08-16,Network Analyst,Senior Network Analyst,Full-time,Mid-Senior level,3,go,Noida,,,,2,Jabong,Fashion,
2695576222,2017-08-16,Data Science Manager,Data Science Manager,Full-time,Mid-Senior level,7,"r, cloud, python, programming, ai, machine_learning, spark",Noida,,,,5,Cadence Design Systems India,Software,
2717865456,2017-08-16,Product Manager,Product Manager -Video Data For Developers,Full-time,Entry level,1,"cloud, html5, saas, twilio, atlassian",Kolkata,,,,,Netmeds,Pharmacy,
2706614193,2017-08-16,Senior Analyst,Urgent :: Oracle Senior Analyst,Contract,Associate,3,"oracle, coding, c",Bhubneshwar,,,,3,Swiggy,Food,
2688490500,2017-08-17,Software Engineer,Lead Software Engineer,Full-time,Associate,4,"graphql, database, python, docker, node.js, aws, machine_learning, postgres",Ahmedabad,,,,,Reliance Fresh,Retail,
2683941463,2017-08-17,Data Engineer,Data Engineer/Quant Research,Full-time,Associate,4,"python, machine_learning",Ranchi,"12,33,000.00","14,42,000.00",yr,22,Samsung India,Electronics,
2717458366,2017-08-17,Developer,Lead Camunda/Activiti Bpm Developer,Full-time,Mid-Senior level,6,"cloud, agile/scrum, server, gcp, programming, devops, java, aws, sql, azure",Pune,,,,,Skillshare,Education,
2709767176,2017-08-17,Developer,Tool Developer,Full-time,Entry level,1,"macros, cloud, python, kanban",Hyderabad,,,,,HostGator,Hosting,
2684687625,2017-08-17,Software Engineer,Lead Software Engineer,Full-time,Mid-Senior level,6,"database, cloud, agile, server, mongodb, oracle, nosql",Kolkata,,,,1,Google Pay,Payments,
2662472464,2017-08-17,Business Analyst,"Senior Business Analyst, Ps (Us",Full-time,Associate,2,"agile, saas, etl",Bhubneshwar,,,,3,Star India,Media,
2740918747,2017-08-18,Business Analyst,Senior Cloud Business Analyst,Full-time,Mid-Senior level,3,"microsoft, go",Noida,,,,1,Freshworks,Software,
2684711203,2017-08-18,Senior Analyst,Senior Analyst- Enterprise Analytics,Full-time,Associate,3,"database, python, server, r, saas, microsoft, tableau, etl, spreadsheet, sql",Kolkata,,,,,Instagram India,Social media,
2740011698,2017-08-18,Senior Analyst,"Senior Analyst, Digital Marketing Analytics",Full-time,Mid-Senior level,5,"database, agile, python, r, devops, tableau, sql, azure, powerbi",Noida,,,,,LinkedIn India,Networking,
2646787780,2017-08-18,Operations Manager,Sales Salesforce Operations Manager,Full-time,Mid-Senior level,5,"cloud, go",Raipur,,,,7,Philips India,Electronics,
2740948117,2017-08-18,Data Engineer,Data Engineer 3-4,Full-time,Associate,4,"database, cloud, javascript, agile, python, scrum, c, mssql, etl, snowflake, sql, ssis, coding",Pune,,,,1,Amazon India,E-commerce,
2680805428,2017-08-18,Software Engineer,Internal Software Engineer,Full-time,Internship,1,"graphql, javascript, python, php",Bangalore,,,,8,Uber Platinum,Subscription,
2716114889,2017-08-19,Marketing Analyst,Independent Contract: Digital Marketing Analyst,Contract,Associate,2,"excel, microsoft",Mumbai,,,,5,Paytm,Payments,
2755059144,2017-08-19,Data Scientist,Data Scientist,Full-time,Entry level,3,sql,Ahmedabad,,,,22,Blue Dart,Logistics,
2696930950,2017-08-19,Developer,Mulesoft Developer,Full-time,Mid-Senior level,7,"ibm, oracle, iot, microsoft, xml, jse/jee",Hyderabad,,,,,Linode,Cloud,
2720616828,2017-08-19,Software Engineer,Full Stack Software Engineer,Full-time,Associate,4,"database, javascript, python, docker, programming, aws, sql",Ahmedabad,,,,,HomeShop18,Shopping,
2653678655,2017-08-19,Sales Engineer,Strategic Sales Engineer,Full-time,Entry level,3,"saas, slack, twilio",Gurgaon,,,,2,Amazon India,E-commerce,
2733248207,2017-08-20,Business Analyst,Business Analyst Consultant-Omni/Genesys,Full-time,Associate,2,"word, agile, visio, powerpoint, outlook, go, excel",Ahmedabad,"11,74,000.00","18,86,000.00",yr,3,Amazon Prime Video,Streaming,
2742482344,2017-08-20,Quality Assurance Analyst,Lead Quality Assurance Analyst,Full-time,Associate,5,"javascript, agile, asp.net, server, powershell, css, ios, devops, c, oracle, microsoft, sql, sharepoint, azure",Kolkata,,,,2,SAP Labs India,Software,
2707272541,2017-08-20,Software Developer,Full Stack Software Developers,Full-time,Mid-Senior level,5,"scrum, javascript, agile, asp.net, html5, c",New Delhi,,,,3,Metro Cash & Carry,Wholesale,
2713365362,2017-08-20,Financial Analyst,Jr. Financial Analyst,Full-time,Mid-Senior level,6,"sap, iaas",Lucknow,,,,8,Qualcomm India,Semiconductors,
2682674498,2017-08-20,Software Engineer,Backend Software Engineer,Full-time,Entry level,3,"database, scrum, backend, json, agile, python, node, postgresql, nosql, mongodb",New Delhi,,,,7,1mg,Pharmacy,
2726626166,2017-08-20,Data Analyst,Data Analyst,Contract,Mid-Senior level,3,"r, excel, oracle, database, spss, t-sql, javascript, sas, qlik, python, programming, tableau, etl, sql, powerbi, ssrs",Ahmedabad,,,,53,Naaptol,Shopping,
2705601281,2017-08-21,Data Analyst,Senior Data Analyst,Full-time,Mid-Senior level,9,"word, power_bi, python, server, powerpoint, programming, microsoft, sql, azure, excel, powerbi",Ahmedabad,,,,30,Cult.fit,Health,
2713352660,2017-08-21,Software Engineer,Lead Software Engineer,Full-time,Associate,5,"cloud, python, r, gcp, programming, c/c++, devops, c, ci/cd, java, aws, nlp, ml, sql, ai, machine_learning, azure, scala, coding",Hyderabad,,,,2,Zee Entertainment Enterprises,Media,
2707855753,2017-08-21,Software Engineer,Software Engineer Ii,Full-time,Mid-Senior level,4,"database, cloud, javascript, agile, git, scrum, json, css, programming, c, microsoft, t-sql, ci/cd, html, xml, sql, coding",Mumbai,,,,3,Shopclues,E-commerce,
2694269742,2017-08-21,Developer,Swift Developer,Contract,Mid-Senior level,7,,Chandigarh,,,,,Shiprocket,Logistics,
2685957620,2017-08-21,Data Scientist,"Data Scientist, Enrichment",Full-time,Mid-Senior level,7,"python, hadoop, sql, machine_learning, spark",Ahmedabad,,,,27,Udemy,Education,
2726633687,2017-08-21,Data Scientist,Clinical Data Scientist,Full-time,Associate,4,"matplotlib, git, jupyter, nlp, python, tableau, ml, sql, ai, machine_learning, postgres",Kolkata,,,,13,DHL India,Logistics,
2674719652,2017-08-22,Data Engineer,Senior Data Engineer,Full-time,Mid-Senior level,5,"airflow, cloud, gcp, json, data_lakes, aws, python, redshift, programming, tableau, bigquery, looker, xml, snowflake, sql, nosql, powerbi, azure, spark",Pune,,,,5,Microsoft India,IT services,
2693780393,2017-08-22,Data Engineer,Senior Data Engineer,Contract,Mid-Senior level,6,"cloud, aws, azure",Bhubneshwar,,,,,RedBus,Tickets,
2628575407,2017-08-22,Data Analyst,Healthcare Payer Data Analyst,Full-time,Associate,5,"data_lake, database, python, hadoop, ibm, oracle, microsoft, sql",Kolkata,,,,24,Sony Pictures Networks India,Media,
2730480980,2017-08-22,Database Engineer,Database Engineer,Full-time,Mid-Senior level,5,"mssql, atlassian, database, scrum, mysql, agile, postgresql, jira, sql",Pune,1521000,2528000,yr,16,L&T Technology Services,IT services,
2738362572,2017-08-22,Ux Researcher,Ux Researcher,Contract,Mid-Senior level,6,excel,Chennai,,,,,Uber Platinum,Subscription,
2702965923,2017-08-23,Software Engineer,Full-Stack Software Engineer,Full-time,Entry level,2,"database, javascript, server, back-end, oracle, aws, mysql, postgresql, sql, machine_learning",Gurgaon,,,,19,Ace2Three,Rummy,
2691104845,2017-08-23,Data Engineer,Data Engineer,Full-time,Mid-Senior level,8,"cloud, python, docker, gcp, programming, devops, spark, github, warehousing, backend, ci/cd, java, aws, etl, postgresql, go, coding, cicd",Mumbai,2453000,2495000,yr,19,Baazi Games,Gaming,
2677676364,2017-08-23,Software Engineer,Senior Software Engineer,Full-time,Associate,3,"graphql, datadog, python, docker, saas, redis, golang, go, postgres",Pune,,,,1,Microsoft India,IT services,
2595610756,2017-08-23,Software Engineer,Software Engineer,Full-time,Mid-Senior level,7,"cloud, javascript, aws, ai",Ahmedabad,,,,8,Texas Instruments India,Semiconductors,
2710957850,2017-08-23,Software Engineer,Backend Software Engineer,Full-time,Entry level,3,"database, cloud, javascript, python, docker, linux/unix, back-end, gcp, programming, c/c++, golang, java, aws, go",Ahmedabad,,,,,LinkedIn India,Networking,
2745355133,2017-08-24,Software Engineer,Senior Software Engineer,Full-time,Associate,4,"ajax, javascript, bi, back-end, frontend, saas, css, github, backend, java",Hyderabad,,,,,Coursera,Education,
2727536255,2017-08-24,Data Analyst,Data Analyst Internship,Internship,Internship,0,"python, r, sql, machine_learning, coding",Ahmedabad,,,,44,PTC India,Software,
2694253419,2017-08-24,Developer,Swift Developer,Contract,Mid-Senior level,3,,Bhopal,,,,,Texas Instruments India,Semiconductors,
2721715198,2017-08-24,Developer,Applications Developer,Full-time,Associate,4,"git, pl/sql, agile/scrum, css, javascript, asp.net, devops, c",Kolkata,,,,1,LinkedIn India,Networking,
2715136571,2017-08-25,Software Engineer,Back-End Software Engineer,Full-time,Entry level,1,"cloud, devops, java",Noida,,,,,Practo,Healthcare,
2680769455,2017-08-25,Software Development Engineer,Senior Software Development Engineer In Test Ii,Full-time,Associate,4,"agile/scrum, javascript, ruby, agile, node.js, scrum, json, ios, programming, selenium, xml, kotlin, swift, js",Bhopal,,,,,Gamezy,Fantasy,
2679751439,2017-08-25,Software Engineer,Software Engineer Ii,Full-time,Entry level,2,"node.js, devops, postgresql",Hyderabad,,,,1,Ola Select,Subscription,
2651729943,2017-08-25,Software Engineer,Software Engineer,Full-time,Entry level,3,"numpy, datadog, backend, redis, python, programming, go, c",New Delhi,,,,3,Unacademy,Education,
2707839709,2017-08-26,Software Engineer,"Senior Software Engineer, Devops",Full-time,Mid-Senior level,6,"cloud, ruby, agile, python, asp.net, powershell, devops, c, github, microsoft, ci/cd, shell, aws, kanban, azure, unix",New Delhi,,,,,Intel India,Semiconductors,
2681096526,2017-08-26,Software Engineer,Full Stack Software Engineer,Contract,Mid-Senior level,3,"node.js, database, scrum, ci/cd, cloud, java, javascript, aws, agile, python, programming, nosql, machine_learning, bitbucket, js",Gurgaon,,,,6,Ola Select,Subscription,
2690941096,2017-08-26,Data Scientist,Data Scientist,Contract,Mid-Senior level,6,,Chandigarh,,,,,RedBus,Tickets,
2684667063,2017-08-26,Software Engineer,"Senior Software Engineer Ii, Engineering",Full-time,Associate,3,"scrum, backend, cloud, agile, kanban, devops, azure, c",Kolkata,,,,5,Autodesk India,Software,
2693405025,2017-08-27,Data Engineer,Staff Data Engineer,Full-time,Associate,6,"python, docker, gcp, spark, oracle, redis, aws, mysql, redshift, etl, snowflake, sql, machine_learning, coding, postgres",Pune,,,,1,Instagram India,Social media,
2746258244,2017-08-27,Machine Learning Engineer,Machine Learning Engineer,Contract,Mid-Senior level,4,"r, python, programming, sql, machine_learning, postgres",Ahmedabad,,,,44,Godaddy,Hosting,
2682673851,2017-08-27,Software Engineer,Senior Software Engineer,Full-time,Associate,5,"database, java, mysql, hadoop, apache, postgres, spark",Ahmedabad,,,,2,Uber,Rides,
2684159391,2017-08-27,Operations Analyst,Senior Sales Operations Analyst,Full-time,Mid-Senior level,4,"saas, qlik, excel, powerbi",Ahmedabad,,,,1,OLX India,Classifieds,
2742210950,2017-08-28,Developer,Data Integration Developer Remote Full Time,Full-time,Entry level,1,"database, etl",Bangalore,,,,,Dunzo,Delivery,
2698109475,2017-08-28,Software Engineer,Software Engineer,Full-time,Entry level,0,"sql, programming, database",Ahmedabad,,,,169,Edureka,Education,
2740972379,2017-08-28,Software Engineer,"Software Engineer, Frontend",Full-time,Mid-Senior level,4,"graphql, frontend, ios, backend, java, kotlin, swift",Hyderabad,,,,2,Ansys India,Software,
2693145382,2017-08-29,Software Engineer,Software Engineer,Full-time,Entry level,1,"cloud, javascript, java",Noida,,,,1,Uber,Rides,
2679298779,2017-08-29,Software Engineer,Senior Software Engineer,Full-time,Associate,2,"cloud, agile, docker, java, aws",Mumbai,,,,32,PharmEasy,Pharmacy,
2713550605,2017-08-29,Data Engineer,Data Engineer,Full-time,Associate,5,"cloud, javascript, python, css, programming, java, html, etl, rust, sql",Varanasi,,,,4,IBM India,IT services,
2792373265,2017-08-29,Data Analyst,"Data Analyst, Gtm",Full-time,Entry level,1,"python, r, saas, looker, microsoft, sql",Noida,,,,12,AMD India,Semiconductors,
2712487174,2017-08-30,Software Development Engineer,"Software Development Engineer , Trilogy",Full-time,Mid-Senior level,6,"cloud, ml, ai, coding",Lucknow,,,,23,More Supermarket,Retail,
2737659975,2017-08-30,Business Analyst,Salesforce Business Analyst,Full-time,Mid-Senior level,6,"cloud, aws, visio",Hyderabad,,,,7,Voot,Streaming,
2677446353,2017-08-30,Software Engineer,Senior Software Engineer,Full-time,Mid-Senior level,8,"atlassian, git, cloud, aws, agile, programming, server, devops, c",Varanasi,,,,1,Uber,Rides,
2747393226,2017-08-30,Data Analyst,Principal Salesforce Data Analyst,Full-time,Mid-Senior level,6,"database, python, etl, snowflake, sql",Varanasi,,,,3,ZEE5,Streaming,
2724855096,2017-08-31,Developer,C++ Developer,Full-time,Entry level,3,"node.js, git, c++, python, go",Ranchi,,,,3,Larsen & Toubro Infotech,IT services,
2683907873,2017-08-31,Business Analyst,Business Analyst,Contract,Mid-Senior level,5,"excel, microsoft, agile, sharepoint",Mumbai,,,,55,MX Player,Streaming,
2680552178,2017-08-31,Software Engineer,Senior Software Engineer,Full-time,Associate,5,"cloud, python, linux, server, c, ubuntu",Chennai,,,,,MX Player,Streaming,
2698425587,2017-08-31,Developer,Database Developer,Full-time,Mid-Senior level,3,"database, power_bi, bi, server, devops, warehousing, microsoft, sql",Noida,,,,40,Razorpay,Payments,
2753449518,2017-08-31,Financial Planning Analyst,Financial Planning Analyst,Full-time,Mid-Senior level,3,"excel, microsoft, tableau, sql",Mumbai,,,,5,Naaptol,Shopping,
2657217934,2017-09-01,Data Engineer,Senior Data Engineer,Contract,Mid-Senior level,4,"cloud, aws, azure",Indore,,,,,NVIDIA India,Semiconductors,
2732455500,2017-09-01,Data Analyst,Data Analyst,Contract,Associate,3,"excel, database, microsoft, outlook, word, powerpoint, asp.net, sql, c",Bangalore,"9,08,000.00","9,98,000.00",hr,51,Siemens India,Automation,
2738759146,2017-09-01,Data Warehouse Engineer,Data Warehouse Engineer,Contract,Mid-Senior level,5,"powershell, oracle, database, ssis, pl/sql, unix, shell, javascript, qlik, etl, cognos, sql, server",Guwahati,,,,6,WhiteHat Jr,Education,
2633726643,2017-09-01,Data Engineer,Senior Data Engineer,Full-time,Mid-Senior level,6,"agile, python, hadoop, spark, java, aws, ml, keras, sql, tensorflow, machine_learning, scala, postgres",Hyderabad,,,,6,Chargebee,Software,
2690300873,2017-09-02,Developer,Swift Developer,Contract,Mid-Senior level,7,,Mysore,,,,,CureFit,Health,
2715136595,2017-09-02,Software Engineer,Senior Software Engineer,Full-time,Associate,4,"ruby, python, node, php, c, github, codebase, java, go, coding",Bangalore,,,,,Larsen & Toubro Infotech,IT services,
2702433308,2017-09-02,Software Engineer,Senior Software Engineer,Full-time,Mid-Senior level,6,"ruby, python, java, postgresql, c++",Ahmedabad,,,,,Codecademy,Education,
2642446796,2017-09-02,Software Engineer,Principal Software Engineer,Full-time,Mid-Senior level,5,"graphql, scrum, redis, saas, cloud, javascript, ruby, agile, programming, postgresql, server",Ahmedabad,,,,,Autodesk India,Software,
2652506964,2017-09-02,Software Engineer,Senior Fullstack Software Engineer,Full-time,Mid-Senior level,5,"node.js, database, cloud, java, javascript, aws, coding, nosql",Pune,,,,3,Vultr,Cloud,
2705308210,2017-09-03,Business Intelligence Analyst,Business Intelligence Analyst,Full-time,Associate,3,"power_bi, agile, bi, sql, kanban, powerbi",Ahmedabad,,,,4,Freshworks,Software,
2682981886,2017-09-03,Data Scientist,Data Scientist,Contract,Mid-Senior level,7,,Chandigarh,,,,,CureFit,Health,
2714033100,2017-09-03,Software Engineer,Senior Software Engineer,Full-time,Mid-Senior level,8,"backend, frontend, cloud, ios, aws, machine_learning",New Delhi,1565000,2322000,yr,4,Quikr,Classifieds,
2748674635,2017-09-03,Software Engineer,Software Engineer,Full-time,Entry level,2,"javascript, docker, node.js, golang, aws, nosql, go, c++, coding",Kolkata,664000,668000,yr,7,Junglee Rummy,Rummy,
2723053816,2017-09-03,Software Engineer,Full-Stack Software Engineer,Full-time,Associate,3,"database, git, frontend, cloud, aws, agile, postgresql",Lucknow,,,,3,HomeShop18,Shopping,
2690936520,2017-09-04,Data Engineer,Senior Data Engineer,Contract,Mid-Senior level,9,"cloud, aws, azure",Mumbai,,,,,PTC India,Software,
2687224636,2017-09-04,Software Engineer,Senior Software Engineer,Full-time,Mid-Senior level,6,"javascript, node",Ahmedabad,,,,3,Mphasis,IT services,
2738365321,2017-09-04,Business Analyst,"Senior Business Analyst, Telcodr",Full-time,Director,8,spreadsheet,Ahmedabad,,,,27,Godaddy,Hosting,
2737085897,2017-09-04,Software Engineer,Senior Software Engineer,Full-time,Mid-Senior level,8,"database, cloud, python, hadoop, json, programming, spark, java, aws, redshift, sql, azure, scala, airflow, coding",Kolkata,,,,5,Delhivery,Logistics,
2697765694,2017-09-04,Sales Engineer,Sales Engineer,Full-time,Entry level,1,"database, cloud, saas, sql, ai, machine_learning",Chennai,,,,1,Swiggy Super,Subscription,
2494036743,2017-09-05,Product Manager,Senior Product Manager,Full-time,Mid-Senior level,6,"saas, c, go",Ahmedabad,,,,18,Larsen & Toubro Infotech,IT services,
2688407612,2017-09-05,Software Engineer,Senior Platform Software Engineer,Full-time,Associate,4,"python, frontend, css, mongodb, backend, html, ai, coding, postgres",Bangalore,,,,2,BazarIndia,Classifieds,
2720063013,2017-09-05,Software Engineer,Senior Software Engineer,Full-time,Mid-Senior level,3,"database, cloud, golang",Chennai,,,,,HomeShop18,Shopping,
2700605384,2017-09-05,Data Engineer,Data Engineer,Temporary,Entry level,1,"power_bi, agile, python, server, powershell, microsoft, etl, sql, powerbi",Nagpur,,,,,Godaddy,Hosting,
2681396999,2017-09-06,Software Engineer,"Software Engineer, Foundation Platform",Full-time,Entry level,1,"frontend, vue.js",Pune,690000,1555000,yr,49,TikTok India,Social media,
2739259314,2017-09-06,Ux Researcher,Ux Researcher,Contract,Mid-Senior level,7,excel,Kolkata,,,,,Zee Entertainment Enterprises,Media,
2596255358,2017-09-06,Ux Researcher,Lead Ux Researcher,Full-time,Mid-Senior level,6,"cloud, agile, saas, ai",Kolkata,,,,4,Codecademy,Education,
2737033918,2017-09-06,Software Engineer,Software Engineer,Full-time,Associate,4,"bash, cloud, golang, mysql, agile, php, linux, docker, sql",Mumbai,,,,2,Zoho,Software,
2720333301,2017-09-06,Developer,Data Science Developer,Full-time,Mid-Senior level,9,"backend, saas, mysql, programming, jira, machine_learning",Hyderabad,,,,1,Hexaware Technologies,IT services,
2714028825,2017-09-07,Data Engineer,Data Engineer,Full-time,Mid-Senior level,6,"tableau, etl, sql",Pune,,,,4,Reliance Fresh,Retail,
2737093399,2017-09-07,Business Intelligence Analyst,Senior Business Intelligence Analyst,Full-time,Associate,4,"looker, qlik, redshift, tableau, snowflake, sql, excel",Ahmedabad,,,,2,Cadence Design Systems India,Software,
2731800971,2017-09-07,Marketing Analyst,Marketing Analyst,Full-time,Associate,4,"python, r, looker, nlp, tableau, sql, machine_learning, excel",Ahmedabad,,,,,Goibibo,Travel,
2701970121,2017-09-07,Data Scientist,Data Scientist-Remote,Full-time,Mid-Senior level,2,"r, python, programming, sql, ai, machine_learning",Kolkata,,,,28,DigitalOcean,Cloud,
2554012127,2017-09-07,Business Analyst,Senior Salesforce Business Analyst,Full-time,Mid-Senior level,8,"cloud, agile, jira, scrum, saas, etl",Mumbai,,,,6,Skillshare,Education,
2737033889,2017-09-08,Software Engineer,Software Engineer,Full-time,Associate,3,"cloud, ruby, agile, python, docker, gcp, php, aws, go",Bangalore,,,,2,Medlife,Pharmacy,
2701062650,2017-09-08,Developer,Guidewire Pc Config Developer,Full-time,Mid-Senior level,4,xml,Gurgaon,,,,3,Ixigo,Travel,
2715150186,2017-09-08,Software Engineer,Software Engineer,Full-time,Entry level,3,"database, cloud, saas, programming, c, java, go, c++",Mumbai,,,,2,Zee Entertainment Enterprises,Media,
2700597275,2017-09-08,Software Engineer,"Senior Software Engineer, Java (Remote",Full-time,Associate,5,"python, docker, back-end, git, devops, spark, java, etl, ml, apache, ai, machine_learning",Raipur,"5,63,000.00","7,67,000.00",yr,2,CureFit,Health,
2675957816,2017-09-08,Software Engineer,Software Engineer,Full-time,Mid-Senior level,4,"golang, java, kotlin, aws, rust",Varanasi,2153000,1833000,yr,11,Flipkart Plus,Subscription,
